rmean8,positive_rate_12w,positive_rate_8w,SUB_COMMODITY_DESC_enc,new_households_last_8w,positive_rate_26w,positive_rate_4w,rmean4,MANUFACTURER_enc,rmax8,COMMODITY_DESC_enc,product_household_penetration,rmax4,product_unique_households_growth_rate,zero_streak_length,product_global_qty_lag1,category_qty_rmean8,week_sin,household_growth_rate,week_cos,rstd8,size_num,product_unique_households_rmean4,active_weeks_last_26,category_qty_rmean4,promo_share8,month_cos,price_lag4,product_active_stores_rmean8,rmean2
0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,196.0,0.0,56.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1205366775393486,1.0,0.9927088618278503,0.0,1.0,0.0,0.0,0.0,0.0,0.8660253882408142,0.0,0.0,0.0
